label,slug,source,motion_json,features_npz,quality,duration,frames
bằng phẳng,bang_phang,Dataset/Videos/W00195.mp4,motions/bang_phang/w00195.json,features/bang_phang/w00195.npz,0.7584,4.9383,60
bắp ngô,bap_ngo,Dataset/Videos/W00196B.mp4,motions/bap_ngo/w00196b.json,features/bap_ngo/w00196b.npz,0.5172,3.4368,60
bắp ngô,bap_ngo,Dataset/Videos/W00196N.mp4,motions/bap_ngo/w00196n.json,features/bap_ngo/w00196n.npz,0.6139,3.37,60
bắp ngô,bap_ngo,Dataset/Videos/W00196T.mp4,motions/bap_ngo/w00196t.json,features/bap_ngo/w00196t.npz,0.6139,3.37,60
bắt,bat,Dataset/Videos/W00197.mp4,motions/bat/w00197.json,features/bat/w00197.npz,0.4873,4.3377,60
bắt đền,bat_en,Dataset/Videos/W00198.mp4,motions/bat_en/w00198.json,features/bat_en/w00198.npz,0.9082,4.371,60
bắt đền,bat_en,Dataset/Videos/W00198B.mp4,motions/bat_en/w00198b.json,features/bat_en/w00198b.npz,0.8015,4.9716,60
bắt đền,bat_en,Dataset/Videos/W00198N.mp4,motions/bat_en/w00198n.json,features/bat_en/w00198n.npz,0.8404,3.7371,60
bắt giữ,bat_giu,Dataset/Videos/W00199.mp4,motions/bat_giu/w00199.json,features/bat_giu/w00199.npz,0.6491,5.4721,60
bắt nạt,bat_nat,Dataset/Videos/W00200.mp4,motions/bat_nat/w00200.json,features/bat_nat/w00200.npz,0.5015,4.4378,60
bắt tay,bat_tay,Dataset/Videos/W00202.mp4,motions/bat_tay/w00202.json,features/bat_tay/w00202.npz,0.5873,8.4084,60
bậc thang,bac_thang,Dataset/Videos/W00203.mp4,motions/bac_thang/w00203.json,features/bac_thang/w00203.npz,0.614,8.7087,60
bập bênh,bap_benh,Dataset/Videos/W00205.mp4,motions/bap_benh/w00205.json,features/bap_benh/w00205.npz,0.6455,5.2386,60
bất động,bat_ong,Dataset/Videos/W00206.mp4,motions/bat_ong/w00206.json,features/bat_ong/w00206.npz,0.3473,4.3043,60
bất hiếu,bat_hieu,Dataset/Videos/W00207.mp4,motions/bat_hieu/w00207.json,features/bat_hieu/w00207.npz,0.6297,4.1041,60
bật đèn,bat_en,Dataset/Videos/W00209.mp4,motions/bat_en/w00209.json,features/bat_en/w00209.npz,0.4899,5.0384,60
bật lửa,bat_lua,Dataset/Videos/W00210.mp4,motions/bat_lua/w00210.json,features/bat_lua/w00210.npz,0.4784,5.5722,60
bầu trời,bau_troi,Dataset/Videos/W00212.mp4,motions/bau_troi/w00212.json,features/bau_troi/w00212.npz,0.5308,5.2052,60
bẫy chim,bay_chim,Dataset/Videos/W00213.mp4,motions/bay_chim/w00213.json,features/bay_chim/w00213.npz,0.6515,6.4731,60
bẫy chuột (hành động),bay_chuot_hanh_ong,Dataset/Videos/W00214B.mp4,motions/bay_chuot_hanh_ong/w00214b.json,features/bay_chuot_hanh_ong/w00214b.npz,0.8333,2.6026,60
bẫy chuột (hành động),bay_chuot_hanh_ong,Dataset/Videos/W00214N.mp4,motions/bay_chuot_hanh_ong/w00214n.json,features/bay_chuot_hanh_ong/w00214n.npz,0.5375,4.3377,60
bẫy chuột (hành động),bay_chuot_hanh_ong,Dataset/Videos/W00214T.mp4,motions/bay_chuot_hanh_ong/w00214t.json,features/bay_chuot_hanh_ong/w00214t.npz,0.5175,4.3377,60
bẫy chuột (dụng cụ),bay_chuot_dung_cu,Dataset/Videos/W00215.mp4,motions/bay_chuot_dung_cu/w00215.json,features/bay_chuot_dung_cu/w00215.npz,0.5271,4.8382,60
bẻ ngô,be_ngo,Dataset/Videos/W00216B.mp4,motions/be_ngo/w00216b.json,features/be_ngo/w00216b.npz,0.635,4.4044,60
bẻ ngô,be_ngo,Dataset/Videos/W00216N.mp4,motions/be_ngo/w00216n.json,features/be_ngo/w00216n.npz,0.6202,4.1708,60
bẻ ngô,be_ngo,Dataset/Videos/W00216T.mp4,motions/be_ngo/w00216t.json,features/be_ngo/w00216t.npz,0.6072,4.1708,60
bé gái,be_gai,Dataset/Videos/W00217.mp4,motions/be_gai/w00217.json,features/be_gai/w00217.npz,0.5199,5.1051,60
bé hơn,be_hon,Dataset/Videos/W00218.mp4,motions/be_hon/w00218.json,features/be_hon/w00218.npz,0.6652,4.4378,60
bé loắt choắt,be_loat_choat,Dataset/Videos/W00219.mp4,motions/be_loat_choat/w00219.json,features/be_loat_choat/w00219.npz,0.5311,4.0707,60
bé trai,be_trai,Dataset/Videos/W00220B.mp4,motions/be_trai/w00220b.json,features/be_trai/w00220b.npz,0.5281,4.5045,60
bé trai,be_trai,Dataset/Videos/W00220N.mp4,motions/be_trai/w00220n.json,features/be_trai/w00220n.npz,0.5194,3.9039,60
bé trai,be_trai,Dataset/Videos/W00220T.mp4,motions/be_trai/w00220t.json,features/be_trai/w00220t.npz,0.5185,4.5045,60
béo,beo,Dataset/Videos/W00225.mp4,motions/beo/w00225.json,features/beo/w00225.npz,0.6224,4.7381,60
bê tông,be_tong,Dataset/Videos/W00228.mp4,motions/be_tong/w00228.json,features/be_tong/w00228.npz,0.5505,5.4054,60
bể bơi,be_boi,Dataset/Videos/W00230.mp4,motions/be_boi/w00230.json,features/be_boi/w00230.npz,0.6725,4.4044,60
bể cá,be_ca,Dataset/Videos/W00231.mp4,motions/be_ca/w00231.json,features/be_ca/w00231.npz,0.6133,9.3093,60
bế em,be_em,Dataset/Videos/W00232.mp4,motions/be_em/w00232.json,features/be_em/w00232.npz,0.5354,4.9716,60
bệ hạ,be_ha,Dataset/Videos/W00234B.mp4,motions/be_ha/w00234b.json,features/be_ha/w00234b.npz,0.4851,4.9716,60
bệ hạ,be_ha,Dataset/Videos/W00234T.mp4,motions/be_ha/w00234t.json,features/be_ha/w00234t.npz,0.4851,4.9716,60
bệ xí,be_xi,Dataset/Videos/W00235.mp4,motions/be_xi/w00235.json,features/be_xi/w00235.npz,0.6026,5.5389,60
bên cạnh,ben_canh,Dataset/Videos/W00236.mp4,motions/ben_canh/w00236.json,features/ben_canh/w00236.npz,0.5718,5.6723,60
bên cạnh,ben_canh,Dataset/Videos/W00236N.mp4,motions/ben_canh/w00236n.json,features/ben_canh/w00236n.npz,0.5165,5.4054,60
bên dưới,ben_duoi,Dataset/Videos/W00237.mp4,motions/ben_duoi/w00237.json,features/ben_duoi/w00237.npz,0.5868,5.0384,60
bên phải,ben_phai,Dataset/Videos/W00238.mp4,motions/ben_phai/w00238.json,features/ben_phai/w00238.npz,0.4662,4.5712,60
bên trái,ben_trai,Dataset/Videos/W00239.mp4,motions/ben_trai/w00239.json,features/ben_trai/w00239.npz,0.4804,5.5722,60
bên trên,ben_tren,Dataset/Videos/W00240.mp4,motions/ben_tren/w00240.json,features/ben_tren/w00240.npz,0.531,5.5722,60
bên trong,ben_trong,Dataset/Videos/W00241.mp4,motions/ben_trong/w00241.json,features/ben_trong/w00241.npz,0.5524,5.5722,60
bến phà,ben_pha,Dataset/Videos/W00242.mp4,motions/ben_pha/w00242.json,features/ben_pha/w00242.npz,0.5679,5.6723,60
bến tàu,ben_tau,Dataset/Videos/W00243.mp4,motions/ben_tau/w00243.json,features/ben_tau/w00243.npz,0.5972,5.4388,60
Bến Tre,ben_tre,Dataset/Videos/W00244.mp4,motions/ben_tre/w00244.json,features/ben_tre/w00244.npz,0.5399,5.5389,60
bến xe,ben_xe,Dataset/Videos/W00245.mp4,motions/ben_xe/w00245.json,features/ben_xe/w00245.npz,0.5506,5.4054,60
bênh vực,benh_vuc,Dataset/Videos/W00246.mp4,motions/benh_vuc/w00246.json,features/benh_vuc/w00246.npz,0.6306,4.638,60
bệnh thủy đậu,benh_thuy_au,Dataset/Videos/W00247.mp4,motions/benh_thuy_au/w00247.json,features/benh_thuy_au/w00247.npz,0.8756,4.2709,60
bệnh nhân,benh_nhan,Dataset/Videos/W00248.mp4,motions/benh_nhan/w00248.json,features/benh_nhan/w00248.npz,0.5785,10.3437,60
bệnh tật,benh_tat,Dataset/Videos/W00249.mp4,motions/benh_tat/w00249.json,features/benh_tat/w00249.npz,0.58,4.004,60
bí ngô,bi_ngo,Dataset/Videos/W00252.mp4,motions/bi_ngo/w00252.json,features/bi_ngo/w00252.npz,0.5981,4.371,60
bị động,bi_ong,Dataset/Videos/W00253.mp4,motions/bi_ong/w00253.json,features/bi_ong/w00253.npz,0.5471,4.0707,60
bìa sách,bia_sach,Dataset/Videos/W00254.mp4,motions/bia_sach/w00254.json,features/bia_sach/w00254.npz,0.6084,5.372,60
bìa vở,bia_vo,Dataset/Videos/W00255B.mp4,motions/bia_vo/w00255b.json,features/bia_vo/w00255b.npz,0.6584,4.5712,60
bìa vở,bia_vo,Dataset/Videos/W00255N.mp4,motions/bia_vo/w00255n.json,features/bia_vo/w00255n.npz,0.6183,4.9716,60
bìa vở,bia_vo,Dataset/Videos/W00255T.mp4,motions/bia_vo/w00255t.json,features/bia_vo/w00255t.npz,0.8333,6.4398,60
bịa đặt,bia_at,Dataset/Videos/W00256.mp4,motions/bia_at/w00256.json,features/bia_at/w00256.npz,0.5633,5.3387,60
hóa đơn,hoa_on,Dataset/Videos/W00258.mp4,motions/hoa_on/w00258.json,features/hoa_on/w00258.npz,0.588,4.7381,60
biển đông,bien_ong,Dataset/Videos/W00260.mp4,motions/bien_ong/w00260.json,features/bien_ong/w00260.npz,0.6594,4.1708,60
biển hiệu,bien_hieu,Dataset/Videos/W00261.mp4,motions/bien_hieu/w00261.json,features/bien_hieu/w00261.npz,0.5242,5.1051,60
biến đổi,bien_oi,Dataset/Videos/W00262N.mp4,motions/bien_oi/w00262n.json,features/bien_oi/w00262n.npz,0.5806,5.1718,60
biện pháp,bien_phap,Dataset/Videos/W00263.mp4,motions/bien_phap/w00263.json,features/bien_phap/w00263.npz,0.5165,5.4054,60
biểu đồ,bieu_o,Dataset/Videos/W00265.mp4,motions/bieu_o/w00265.json,features/bieu_o/w00265.npz,0.5426,5.4054,60
biểu đồ cột,bieu_o_cot,Dataset/Videos/W00266.mp4,motions/bieu_o_cot/w00266.json,features/bieu_o_cot/w00266.npz,0.5828,4.7047,60
biểu đồ hình quạt,bieu_o_hinh_quat,Dataset/Videos/W00267.mp4,motions/bieu_o_hinh_quat/w00267.json,features/bieu_o_hinh_quat/w00267.npz,0.4998,4.7047,60
biểu thị,bieu_thi,Dataset/Videos/W00270.mp4,motions/bieu_thi/w00270.json,features/bieu_thi/w00270.npz,0.4975,4.7047,60
biểu thức,bieu_thuc,Dataset/Videos/W00271.mp4,motions/bieu_thuc/w00271.json,features/bieu_thuc/w00271.npz,0.5248,3.9706,60
bím tóc đuôi sam,bim_toc_uoi_sam,Dataset/Videos/W00273.mp4,motions/bim_toc_uoi_sam/w00273.json,features/bim_toc_uoi_sam/w00273.npz,0.6452,4.7381,60
bình an,binh_an,Dataset/Videos/W00274B.mp4,motions/binh_an/w00274b.json,features/binh_an/w00274b.npz,0.6167,5.2052,60
bình an,binh_an,Dataset/Videos/W00274N.mp4,motions/binh_an/w00274n.json,features/binh_an/w00274n.npz,0.6681,4.7047,60
bình an,binh_an,Dataset/Videos/W00274T.mp4,motions/binh_an/w00274t.json,features/binh_an/w00274t.npz,0.6063,5.2052,60
Bình Dương,binh_duong,Dataset/Videos/W00276.mp4,motions/binh_duong/w00276.json,features/binh_duong/w00276.npz,0.5419,5.5389,60
Bình Định,binh_inh,Dataset/Videos/W00277.mp4,motions/binh_inh/w00277.json,features/binh_inh/w00277.npz,0.5231,5.1385,60
bình minh,binh_minh,Dataset/Videos/W00279.mp4,motions/binh_minh/w00279.json,features/binh_minh/w00279.npz,0.5646,5.3053,60
bình phương,binh_phuong,Dataset/Videos/W00282.mp4,motions/binh_phuong/w00282.json,features/binh_phuong/w00282.npz,0.5872,4.5712,60
Bình Phước,binh_phuoc,Dataset/Videos/W00283.mp4,motions/binh_phuoc/w00283.json,features/binh_phuoc/w00283.npz,0.5372,5.2719,60
Bình Thuận,binh_thuan,Dataset/Videos/W00285.mp4,motions/binh_thuan/w00285.json,features/binh_thuan/w00285.npz,0.622,4.9383,60
bình thường,binh_thuong,Dataset/Videos/W00286B.mp4,motions/binh_thuong/w00286b.json,features/binh_thuong/w00286b.npz,0.4969,3.5369,60
bình thường,binh_thuong,Dataset/Videos/W00286N.mp4,motions/binh_thuong/w00286n.json,features/binh_thuong/w00286n.npz,0.4629,3.9373,60
bình thường,binh_thuong,Dataset/Videos/W00286T.mp4,motions/binh_thuong/w00286t.json,features/binh_thuong/w00286t.npz,0.4629,3.9373,60
bít tất,bit_tat,Dataset/Videos/W00287.mp4,motions/bit_tat/w00287.json,features/bit_tat/w00287.npz,0.5347,4.638,60
bò,bo,Dataset/Videos/W00288.mp4,motions/bo/w00288.json,features/bo/w00288.npz,0.6145,4.3043,60
bò sát,bo_sat,Dataset/Videos/W00289.mp4,motions/bo_sat/w00289.json,features/bo_sat/w00289.npz,0.5862,5.372,60
bò tót,bo_tot,Dataset/Videos/W00290.mp4,motions/bo_tot/w00290.json,features/bo_tot/w00290.npz,0.5354,4.7381,60
bỏ hoang,bo_hoang,Dataset/Videos/W00292.mp4,motions/bo_hoang/w00292.json,features/bo_hoang/w00292.npz,0.5248,9.2426,60
bỏ phiếu,bo_phieu,Dataset/Videos/W00293.mp4,motions/bo_phieu/w00293.json,features/bo_phieu/w00293.npz,0.4843,5.005,60
bỏ qua,bo_qua,Dataset/Videos/W00294.mp4,motions/bo_qua/w00294.json,features/bo_qua/w00294.npz,0.429,4.8048,60
bỏ rơi,bo_roi,Dataset/Videos/W00295.mp4,motions/bo_roi/w00295.json,features/bo_roi/w00295.npz,0.5253,5.9393,60
bó đũa,bo_ua,Dataset/Videos/W00297.mp4,motions/bo_ua/w00297.json,features/bo_ua/w00297.npz,0.5294,5.1385,60
bó hoa,bo_hoa,Dataset/Videos/W00298.mp4,motions/bo_hoa/w00298.json,features/bo_hoa/w00298.npz,0.5248,4.8382,60
bóc lột,boc_lot,Dataset/Videos/W00299.mp4,motions/boc_lot/w00299.json,features/boc_lot/w00299.npz,0.4725,4.6046,60
bóc vỏ,boc_vo,Dataset/Videos/W00300.mp4,motions/boc_vo/w00300.json,features/boc_vo/w00300.npz,0.5,4.7714,60
bọc sách,boc_sach,Dataset/Videos/W00301.mp4,motions/boc_sach/w00301.json,features/boc_sach/w00301.npz,0.5369,5.1051,60
bom đạn,bom_an,Dataset/Videos/W00302.mp4,motions/bom_an/w00302.json,features/bom_an/w00302.npz,0.4975,5.0717,60
bom nguyên tử,bom_nguyen_tu,Dataset/Videos/W00303.mp4,motions/bom_nguyen_tu/w00303.json,features/bom_nguyen_tu/w00303.npz,0.5475,5.2719,60
bón phân,bon_phan,Dataset/Videos/W00304B.mp4,motions/bon_phan/w00304b.json,features/bon_phan/w00304b.npz,0.9429,3.0364,60
bón phân,bon_phan,Dataset/Videos/W00304N.mp4,motions/bon_phan/w00304n.json,features/bon_phan/w00304n.npz,0.5328,4.8048,60
bón phân,bon_phan,Dataset/Videos/W00304T.mp4,motions/bon_phan/w00304t.json,features/bon_phan/w00304t.npz,0.5328,4.8048,60
bỏng,bong,Dataset/Videos/W00305.mp4,motions/bong/w00305.json,features/bong/w00305.npz,0.5398,4.1708,60
bỏng ngô,bong_ngo,Dataset/Videos/W00306.mp4,motions/bong_ngo/w00306.json,features/bong_ngo/w00306.npz,0.5535,5.005,60
bóng bay,bong_bay,Dataset/Videos/W00308.mp4,motions/bong_bay/w00308.json,features/bong_bay/w00308.npz,0.5033,5.3053,60
boong tàu,boong_tau,Dataset/Videos/W00312.mp4,motions/boong_tau/w00312.json,features/boong_tau/w00312.npz,0.583,5.3053,60
bọt biển,bot_bien,Dataset/Videos/W00313.mp4,motions/bot_bien/w00313.json,features/bot_bien/w00313.npz,0.6354,3.8372,60
bọt xà phòng,bot_xa_phong,Dataset/Videos/W00314.mp4,motions/bot_xa_phong/w00314.json,features/bot_xa_phong/w00314.npz,0.5488,5.0717,60
bồ kết,bo_ket,Dataset/Videos/W00315.mp4,motions/bo_ket/w00315.json,features/bo_ket/w00315.npz,0.6234,4.8382,60
bổ ích,bo_ich,Dataset/Videos/W00316.mp4,motions/bo_ich/w00316.json,features/bo_ich/w00316.npz,0.4458,5.2052,60
bổ ngữ,bo_ngu,Dataset/Videos/W00317.mp4,motions/bo_ngu/w00317.json,features/bo_ngu/w00317.npz,0.4917,3.7371,60
bổ trợ,bo_tro,Dataset/Videos/W00318.mp4,motions/bo_tro/w00318.json,features/bo_tro/w00318.npz,0.5748,5.2052,60
bố trí,bo_tri,Dataset/Videos/W00320.mp4,motions/bo_tri/w00320.json,features/bo_tri/w00320.npz,0.4775,5.1051,60
bộ truyện,bo_truyen,Dataset/Videos/W00321.mp4,motions/bo_truyen/w00321.json,features/bo_truyen/w00321.npz,0.5741,3.8705,60
bốc vác,boc_vac,Dataset/Videos/W00322.mp4,motions/boc_vac/w00322.json,features/boc_vac/w00322.npz,0.5112,4.1708,60
bố,bo,Dataset/Videos/W00325.mp4,motions/bo/w00325.json,features/bo/w00325.npz,0.4639,4.0457,60
bố dượng,bo_duong,Dataset/Videos/W00326B.mp4,motions/bo_duong/w00326b.json,features/bo_duong/w00326b.npz,0.8056,3.7371,60
bố dượng,bo_duong,Dataset/Videos/W00326N.mp4,motions/bo_duong/w00326n.json,features/bo_duong/w00326n.npz,0.6658,2.369,60
bố dượng,bo_duong,Dataset/Videos/W00326T.mp4,motions/bo_duong/w00326t.json,features/bo_duong/w00326t.npz,0.643,2.369,60
bố mẹ,bo_me,Dataset/Videos/W00327.mp4,motions/bo_me/w00327.json,features/bo_me/w00327.npz,0.4519,4.9216,60
bộ đội,bo_oi,Dataset/Videos/W00328B.mp4,motions/bo_oi/w00328b.json,features/bo_oi/w00328b.npz,0.4822,4.8382,60
bộ đội,bo_oi,Dataset/Videos/W00328N.mp4,motions/bo_oi/w00328n.json,features/bo_oi/w00328n.npz,0.6341,4.5045,60
bộ đội,bo_oi,Dataset/Videos/W00328T.mp4,motions/bo_oi/w00328t.json,features/bo_oi/w00328t.npz,0.6354,3.8372,60
bộ sách,bo_sach,Dataset/Videos/W00329.mp4,motions/bo_sach/w00329.json,features/bo_sach/w00329.npz,0.5164,5.2135,60
bốc hơi,boc_hoi,Dataset/Videos/W00330.mp4,motions/boc_hoi/w00330.json,features/boc_hoi/w00330.npz,0.5752,4.7547,60
bốc thăm,boc_tham,Dataset/Videos/W00331.mp4,motions/boc_tham/w00331.json,features/boc_tham/w00331.npz,0.5391,4.5879,60
bồi bàn,boi_ban,Dataset/Videos/W00332.mp4,motions/boi_ban/w00332.json,features/boi_ban/w00332.npz,0.5268,5.2135,60
bồi thường,boi_thuong,Dataset/Videos/W00333.mp4,motions/boi_thuong/w00333.json,features/boi_thuong/w00333.npz,0.4878,5.2135,60
bồn hoa,bon_hoa,Dataset/Videos/W00334.mp4,motions/bon_hoa/w00334.json,features/bon_hoa/w00334.npz,0.5874,4.7047,60
bồn rửa bát,bon_rua_bat,Dataset/Videos/W00335.mp4,motions/bon_rua_bat/w00335.json,features/bon_rua_bat/w00335.npz,0.58,5.4221,60
bông hoa,bong_hoa,Dataset/Videos/W00336B.mp4,motions/bong_hoa/w00336b.json,features/bong_hoa/w00336b.npz,0.5809,5.0717,60
bông hoa,bong_hoa,Dataset/Videos/W00336N.mp4,motions/bong_hoa/w00336n.json,features/bong_hoa/w00336n.npz,0.5125,3.8038,60
bông hoa,bong_hoa,Dataset/Videos/W00336T.mp4,motions/bong_hoa/w00336t.json,features/bong_hoa/w00336t.npz,0.5125,3.8038,60
bốt cảnh sát,bot_canh_sat,Dataset/Videos/W00337B.mp4,motions/bot_canh_sat/w00337b.json,features/bot_canh_sat/w00337b.npz,0.765,4.9383,60
bốt cảnh sát,bot_canh_sat,Dataset/Videos/W00337N.mp4,motions/bot_canh_sat/w00337n.json,features/bot_canh_sat/w00337n.npz,0.5268,6.4398,60
bốt cảnh sát,bot_canh_sat,Dataset/Videos/W00337T.mp4,motions/bot_canh_sat/w00337t.json,features/bot_canh_sat/w00337t.npz,0.5268,6.4398,60
bốt điện,bot_ien,Dataset/Videos/W00338B.mp4,motions/bot_ien/w00338b.json,features/bot_ien/w00338b.npz,0.7654,4.4378,60
bốt điện,bot_ien,Dataset/Videos/W00338N.mp4,motions/bot_ien/w00338n.json,features/bot_ien/w00338n.npz,0.5687,5.3053,60
bốt điện,bot_ien,Dataset/Videos/W00338T.mp4,motions/bot_ien/w00338t.json,features/bot_ien/w00338t.npz,0.5708,5.3053,60
bột giặt,bot_giat,Dataset/Videos/W00340.mp4,motions/bot_giat/w00340.json,features/bot_giat/w00340.npz,0.5765,4.4044,60
bột màu,bot_mau,Dataset/Videos/W00341B.mp4,motions/bot_mau/w00341b.json,features/bot_mau/w00341b.npz,0.823,4.1041,60
bột màu,bot_mau,Dataset/Videos/W00341N.mp4,motions/bot_mau/w00341n.json,features/bot_mau/w00341n.npz,0.595,4.3377,60
bột màu,bot_mau,Dataset/Videos/W00341T.mp4,motions/bot_mau/w00341t.json,features/bot_mau/w00341t.npz,0.595,4.3377,60
bột ngọt,bot_ngot,Dataset/Videos/W00342N.mp4,motions/bot_ngot/w00342n.json,features/bot_ngot/w00342n.npz,0.4965,4.0707,60
bột ngọt,bot_ngot,Dataset/Videos/W00342T.mp4,motions/bot_ngot/w00342t.json,features/bot_ngot/w00342t.npz,0.4912,4.0707,60
bờ biển,bo_bien,Dataset/Videos/W00344.mp4,motions/bo_bien/w00344.json,features/bo_bien/w00344.npz,0.5554,4.8048,60
bờ rào,bo_rao,Dataset/Videos/W00345.mp4,motions/bo_rao/w00345.json,features/bo_rao/w00345.npz,0.5746,4.1041,60
bờ ruộng,bo_ruong,Dataset/Videos/W00346.mp4,motions/bo_ruong/w00346.json,features/bo_ruong/w00346.npz,0.5267,5.3387,60
bơi,boi,Dataset/Videos/W00347.mp4,motions/boi/w00347.json,features/boi/w00347.npz,0.4754,8.2165,60
bơi lội,boi_loi,Dataset/Videos/W00348.mp4,motions/boi_loi/w00348.json,features/boi_loi/w00348.npz,0.5081,7.716,60
bơm (cái bơm),bom_cai_bom,Dataset/Videos/W00349.mp4,motions/bom_cai_bom/w00349.json,features/bom_cai_bom/w00349.npz,0.5531,4.2709,60
bơm nước,bom_nuoc,Dataset/Videos/W00350.mp4,motions/bom_nuoc/w00350.json,features/bom_nuoc/w00350.npz,0.645,3.9706,60
bơm xe,bom_xe,Dataset/Videos/W00351.mp4,motions/bom_xe/w00351.json,features/bom_xe/w00351.npz,0.5638,3.8038,60
bờm tóc,bom_toc,Dataset/Videos/W00352.mp4,motions/bom_toc/w00352.json,features/bom_toc/w00352.npz,0.7528,2.9613,60
bớt,bot,Dataset/Videos/W00353.mp4,motions/bot/w00353.json,features/bot/w00353.npz,0.5233,4.004,60
bớt đi,bot_i,Dataset/Videos/W00354.mp4,motions/bot_i/w00354.json,features/bot_i/w00354.npz,0.5656,3.37,60
Bra-xin (nước Bra-xin),bra_xin_nuoc_bra_xin,Dataset/Videos/W00355B.mp4,motions/bra_xin_nuoc_bra_xin/w00355b.json,features/bra_xin_nuoc_bra_xin/w00355b.npz,0.4982,4.1708,60
Bra-xin (nước Bra-xin),bra_xin_nuoc_bra_xin,Dataset/Videos/W00355N.mp4,motions/bra_xin_nuoc_bra_xin/w00355n.json,features/bra_xin_nuoc_bra_xin/w00355n.npz,0.4936,4.3043,60
Bra-xin (nước Bra-xin),bra_xin_nuoc_bra_xin,Dataset/Videos/W00355T.mp4,motions/bra_xin_nuoc_bra_xin/w00355t.json,features/bra_xin_nuoc_bra_xin/w00355t.npz,0.4936,4.3043,60
Bru-nây (nước Bru-nây),bru_nay_nuoc_bru_nay,Dataset/Videos/W00356B.mp4,motions/bru_nay_nuoc_bru_nay/w00356b.json,features/bru_nay_nuoc_bru_nay/w00356b.npz,0.7833,4.3043,60
Bru-nây (nước Bru-nây),bru_nay_nuoc_bru_nay,Dataset/Videos/W00356N.mp4,motions/bru_nay_nuoc_bru_nay/w00356n.json,features/bru_nay_nuoc_bru_nay/w00356n.npz,0.5688,8.5502,60
Bru-nây (nước Bru-nây),bru_nay_nuoc_bru_nay,Dataset/Videos/W00356T.mp4,motions/bru_nay_nuoc_bru_nay/w00356t.json,features/bru_nay_nuoc_bru_nay/w00356t.npz,0.5672,8.5502,60
cỏ,co,Dataset/Videos/W00357B.mp4,motions/co/w00357b.json,features/co/w00357b.npz,0.9466,2.7945,60
cỏ,co,Dataset/Videos/W00357N.mp4,motions/co/w00357n.json,features/co/w00357n.npz,0.6559,3.5452,60
cỏ,co,Dataset/Videos/W00357T.mp4,motions/co/w00357t.json,features/co/w00357t.npz,0.6635,3.5452,60
bụi đời,bui_oi,Dataset/Videos/W00358.mp4,motions/bui_oi/w00358.json,features/bui_oi/w00358.npz,0.4646,5.2052,60
bụi phấn,bui_phan,Dataset/Videos/W00359B.mp4,motions/bui_phan/w00359b.json,features/bui_phan/w00359b.npz,0.7321,3.9706,60
bụi phấn,bui_phan,Dataset/Videos/W00359N.mp4,motions/bui_phan/w00359n.json,features/bui_phan/w00359n.npz,0.7583,4.0374,60
bụi phấn,bui_phan,Dataset/Videos/W00359T.mp4,motions/bui_phan/w00359t.json,features/bui_phan/w00359t.npz,0.7267,3.9706,60
Bun-ga-ri (nước Bun-ga-ri),bun_ga_ri_nuoc_bun_ga_ri,Dataset/Videos/W00360.mp4,motions/bun_ga_ri_nuoc_bun_ga_ri/w00360.json,features/bun_ga_ri_nuoc_bun_ga_ri/w00360.npz,0.553,4.8048,60
bùn,bun,Dataset/Videos/W00361.mp4,motions/bun/w00361.json,features/bun/w00361.npz,0.5816,5.3387,60
bụng,bung,Dataset/Videos/W00362.mp4,motions/bung/w00362.json,features/bung/w00362.npz,0.4559,4.5045,60
buộc dây,buoc_day,Dataset/Videos/W00363.mp4,motions/buoc_day/w00363.json,features/buoc_day/w00363.npz,0.6548,5.4054,60
buộc tóc,buoc_toc,Dataset/Videos/W00364.mp4,motions/buoc_toc/w00364.json,features/buoc_toc/w00364.npz,0.7819,7.4074,60
buổi chiều,buoi_chieu,Dataset/Videos/W00366.mp4,motions/buoi_chieu/w00366.json,features/buoi_chieu/w00366.npz,0.5791,4.638,60
buổi đêm,buoi_em,Dataset/Videos/W00367B.mp4,motions/buoi_em/w00367b.json,features/buoi_em/w00367b.npz,0.8291,3.8705,60
